FakeID,lid,Count
78,4ca3984e1ee76dcb779cfadd,7
79,4b95336ef964a5208f9434e3,5
80,4a751cf5f964a52093e01fe3,3
81,4dbcfde56a23e294ba3c9ebb,3
82,4aa55516f964a520084820e3,3
83,4fa2c665e4b04c703168953e,5
84,4e340bd31838df3b5f74b4ab,11
85,4c4e3cfa92b6a593686f8f6f,22
86,4b896bcaf964a520c73432e3,3
87,4ac79839f964a5204fb820e3,22
88,529d1c92498e1b216c0769f5,45
89,4a7dab2af964a52018ef1fe3,7
90,4a56802ff964a52048b51fe3,10
91,4c60aec1de6920a191b29664,4
92,40b28c80f964a52017fc1ee3,22
93,4c6fce249c6d6dcb707dd07a,3
94,4b93e023f964a520c55634e3,14
95,51f007ec498e8a3595e5e684,5
96,4f02195f8b81b0190cf3b710,3
97,4a60365bf964a520bbc01fe3,13
98,4a6e609ff964a5209dd41fe3,4
99,4be6d0599026ef3b3edf0a38,9
100,5356f7fe498ec084ef4c8b2d,6
101,4bd36c98462cb7136d70de07,4
102,40db6b00f964a52077011fe3,18
103,40b28c80f964a5204fff1ee3,67
104,4a7f9faaf964a52068f41fe3,4
105,4eb072ab6da152b3a8e4f98a,3
106,4e879cdc93adfd051d6d609e,50
107,4bc7423e15a7ef3b590579da,4
108,4b2d9dd2f964a5209ed924e3,5
109,4b5f31b2f964a52065ac29e3,5
110,4bc385234cdfc9b669789721,4
111,4b59db1df964a5203a9c28e3,4
112,4bdf99cb0ee3a593afef34b0,4
113,4afa1d60f964a520e21622e3,4
114,4addb6d7f964a520716521e3,5
115,4b151b26f964a52063a823e3,3
116,4b943d5bf964a520937034e3,3
117,4b155931f964a5205bab23e3,4
118,4adced8cf964a5209a6221e3,3
119,4b049d33f964a520ad5522e3,5
120,4a29966ef964a520aa951fe3,5
121,4b23ca86f964a520cd5924e3,3
122,4a971267f964a5204b2820e3,27
123,4a4bd81bf964a520caac1fe3,19
124,4c2a44b9d1a10f47c72ef664,5
125,3fd66200f964a520dded1ee3,4
126,51c308c7498e369787203cfe,36
127,4a859b4ef964a5209ffe1fe3,10
128,4ab2f8def964a520286d20e3,59
129,4c46631bf88dc92865b3af75,3
130,4abe5410f964a520be8c20e3,3
131,4b686f94f964a52072782be3,5
132,4baadf5df964a520738b3ae3,9
133,4e06a5c918a8382643afaac8,3
134,40b28c80f964a52071fe1ee3,37
135,4a3fef36f964a52019a41fe3,10
136,4b915449f964a52091b333e3,7
137,4a2942e4f964a52077951fe3,24
138,4bd5d2835631c9b6c6c5a430,21
139,4a08a8b7f964a52005741fe3,10
140,5324ca5d498e54640e388a2c,11
141,4a7b911bf964a5206ceb1fe3,38
142,53933e63498ecd20b19d9745,13
143,4ff257d9c84cb6b7e31114a6,9
144,4a8b06cef964a520370b20e3,3
145,4fa1d74ae4b0083314105ce6,3
146,4b60b6baf964a52071f529e3,13
147,4aca61fff964a520b3c120e3,12
148,51929ff1498e88f22e86e0db,5
149,4a5bf6f3f964a52013bc1fe3,5
150,5339f3dd498efc1046498f9d,3
151,4a071639f964a52024731fe3,18
152,52aa8ad7498e3da35c2e761c,9
153,4b09de84f964a520f31e23e3,19
154,517d85f2498ef2a204bb17eb,62
155,52f027d6498e63d5263c8a44,43
156,4c3f6767ce54e21e4301081a,5
157,4a88aa28f964a520540720e3,4
158,4b561f0af964a5206d0128e3,4
159,4b8dcfa5f964a520ab0e33e3,4
160,4a881bc2f964a5202d0520e3,11
161,4a08ab52f964a52009741fe3,11
162,5352f379498e07ed75bdc2b9,6
163,4e14fd18aeb733245ecb9aa4,11
164,50baac29e4b0f3b7954934ec,6
165,4b0f7c43f964a5209e6223e3,4
166,5227d192498ed91495cc6886,5
167,4adc9825f964a520ad2d21e3,11
168,4a25b0fcf964a5207e7e1fe3,19
169,4cab9bdb97c8a1cd5ca69ca5,19
170,4ada2afbf964a5206e1f21e3,25
171,4a53bc01f964a520abb21fe3,35
172,4ac92280f964a520cbbe20e3,15
173,4a58b7caf964a520b4b71fe3,44
174,4b58b503f964a520ae6628e3,6
175,51af6e4f498ee87550a10319,4
176,4b0582cbf964a520ee5822e3,6
177,4ab2cc1ff964a5206d6c20e3,32
178,4ab7d10af964a520ea7a20e3,3
179,50006706e4b031e9ca6e61cb,7
180,4a737056f964a52070dc1fe3,34
181,4b6b748af964a520e3092ce3,30
182,4a7df8caf964a5206ff01fe3,107
183,519e3065498e86609849bec9,14
184,4ad79e4df964a520de0c21e3,3
185,49e72313f964a5207a641fe3,21
186,4aa60320f964a520a74920e3,8
187,4bb20359f964a520e9b13ce3,4
188,5388b07c498ea2dd8e2d676c,9
189,49ecc5aaf964a52081671fe3,10
190,4b00a9fdf964a520604022e3,3
191,4ad3d155f964a52079e620e3,5
192,4b4ce40ff964a52023c326e3,5
193,43f196c7f964a520842f1fe3,17
194,4a776e6ff964a52073e41fe3,3
195,4a8d5ee6f964a5208a0f20e3,6
196,49c43671f964a520ae561fe3,42
197,4f246345e4b0476579acdc9e,53
198,520047ac498e9549fa5ea92a,8
199,40b28c80f964a52069ff1ee3,8
200,40f5c900f964a520a50a1fe3,16
201,4b0b0598f964a520ad2b23e3,41
202,42cb1f00f964a520e4251fe3,3
203,5213d1187e482a470a85d910,5
204,4bdcbf512a3a0f476a3cb4b6,6
205,4b2c04e1f964a520bcbf24e3,14
206,4a97cd54f964a520c32920e3,9
207,50f6dbe45262715a24fdea37,30
208,4ba019c1f964a5200f5a37e3,3
209,4ab3e43cf964a520f76e20e3,16
210,46bc4377f964a520d7491fe3,3
211,4f78ecede4b087957c152b02,44
212,4a7cbfc4f964a52078ed1fe3,27
213,4c0ffe9e3ce120a1485d071c,8
214,4c23e840a852c928594ae26c,13
215,4b28fcbcf964a520fe9624e3,7
216,4a75ed06f964a520afe11fe3,6
217,4b145367f964a5203ca123e3,3
218,4ace6f77f964a5208dd020e3,4
219,4d5736fbfb65236a18f20fb4,4
220,4e4db0f445ddff0031a8398d,36
221,52aa676b11d2f6975b8619f7,15
222,4d4d6fc6b1fa236a875d8e29,6
223,4ea6aa4677c831bd194efa1c,3
224,4ed127fef790d070395ce662,3
225,40b28c80f964a52090fb1ee3,14
226,4b9a7eacf964a52091ba35e3,8
227,4afe09dff964a5204c2d22e3,4
228,4b36df78f964a520aa3d25e3,15
229,4b6cd699f964a52017582ce3,4
230,4cdd93f9c4f6a35d1854c46c,68
231,4b673339f964a52009412be3,3
232,4fb91f56e4b020ff70f0f1d7,8
233,4b3e7336f964a520579d25e3,5
234,4a95e9e4f964a520652520e3,5
235,4a29af59f964a520c2951fe3,5
236,4ac8e74ff964a5202ebd20e3,12
237,4cafc67aef1b37043d733500,4
238,40b28c80f964a520affb1ee3,135
239,4b8ec07ff964a520f63433e3,5
240,4afdb942f964a520342a22e3,8
241,4b3acaa6f964a5207d6e25e3,3
242,4a9cb6c0f964a520b73720e3,3
243,4b0b3370f964a520892e23e3,6
244,5019925ee4b0fac9d9112a80,6
245,52abe883498e43144d0ece96,17
246,4f524ab3e4b06025e8a3977c,41
247,501d332ae4b08ea9a1a50dee,17
248,4efe03929a520dfd6499b95f,48
249,49bac1c8f964a520a0531fe3,14
250,4a3accabf964a52046a01fe3,3
251,4abc0324f964a520f48520e3,16
252,4b294468f964a520039c24e3,4
253,49e55236f964a520b9631fe3,8
254,4ac10d10f964a520969520e3,7
255,4b4cd768f964a52034c126e3,5
256,40f08300f964a5204a0a1fe3,33
257,4c5c24f69b28d13a10e45570,7
258,529f7c11498e998a0c558fb7,12
259,4b365928f964a520583325e3,4
260,4a7daa92f964a52016ef1fe3,29
261,51a8d870498ed5ef31d717e1,3
262,4b887a92f964a520e5fa31e3,9
263,5353e1a811d221021482d900,5
264,4bcc6b1868f976b0b8876283,3
265,4ac4c51bf964a520f59e20e3,6
266,4a99cc04f964a5208b3020e3,24
267,49cebbdcf964a5207c5a1fe3,8
268,51940722498ee179aa991efe,14
269,4ad1ffc2f964a520c4de20e3,3
270,51c636007dd254af6847d759,3
271,4bb6482c2f70c9b6eb2b8530,4
272,4ae2208af964a520fb8a21e3,17
273,500431b6e4b00009103ce8b5,5
274,49d818b6f964a520a55d1fe3,37
275,4aafd951f964a520e76420e3,5
276,4a5a343df964a520e4b91fe3,4
277,4f27eb06e4b03421b84e5a8b,5
278,4c64123179d1e21e3a14da15,4
279,4b27dc6df964a520538b24e3,5
280,4bc1122774a9a593fb4bd1f6,4
281,4b53a27bf964a520a1a527e3,16
282,4a99d58cf964a520bd3020e3,5
283,4b75bc00f964a520af202ee3,3
284,4b6cfef5f964a52026622ce3,13
285,52f2e8ec498e27143e23048a,73
286,5356eb91498eb816b9630fea,11
287,4b527197f964a520957d27e3,9
288,40d77680f964a52053011fe3,15
289,5075eac7e4b0eb0d8adce073,4
290,4bd9e9533904a593d835449e,5
291,4a7d7c83f964a520b1ee1fe3,14
292,528a6467498e1c4aa65aac80,8
293,4dd21dbec65b9d071f950cea,3
294,4b19b2cff964a5203de223e3,3
295,49e54b33f964a520b1631fe3,24
296,4b22dd85f964a5200e4f24e3,4
297,50940dd7e4b0ad3a94ae4549,5
298,4de81392d1648c97962a3ceb,11
299,4a7ca70df964a5201aed1fe3,9
300,4a47c881f964a52014aa1fe3,19
301,508863d180559d7c5265b262,10
302,4ac7958cf964a52036b820e3,10
303,4fb2d36fe4b0d1c733d414a3,5
304,4ab19d1ef964a5203a6a20e3,4
305,46306938f964a520ef451fe3,4
306,4ca53e89a6e08cfa66b96f94,4
307,4aceb272f964a520b7d120e3,39
308,4adb4d46f964a520b42521e3,7
309,535153a5498ea10bb711d127,20
310,5351337a11d209cb60ad2e4d,7
311,4b453da4f964a520db0826e3,4
312,4b58ea62f964a520ab7228e3,9
313,4bb0db41f964a520a6633ce3,6
314,4be31ad2cbdbef3b4a8860d8,8
315,4ae04bd7f964a520867e21e3,16
316,5102e67fe4b08881e2a8cc2c,43
317,4bc21830f8219c74e843b410,13
318,4b4bd233f964a520caa826e3,4
319,4a75a8f9f964a520efe01fe3,11
320,4ae4fa72f964a520e29f21e3,23
321,4b15cb8cf964a5205bb423e3,4
322,4b0864cbf964a520d20a23e3,10
323,4adcd096f964a520293021e3,20
324,4b23d298f964a520765a24e3,12
325,4aa43b62f964a520ef4520e3,8
326,509aa5eae4b08bf0110bb676,3
327,45840abff964a520913f1fe3,266
328,4d4305711629b60c2b0a9d89,12
329,5269bf61498e74e2ce834732,5
330,42474900f964a52089201fe3,86
331,4d72ea894ab5224bb1dec697,12
332,4ab99ca3f964a520038020e3,14
333,4a8ef649f964a5205b1320e3,18
334,4e8f38e4cc2127f5da0f662f,9
335,4d9c85b0a1ec8cfae5caec49,4
336,4b0b22d6f964a5207f2d23e3,9
337,4b29809cf964a520f49f24e3,7
338,49cc68d3f964a5207c591fe3,10
339,4b96fb21f964a520a5f134e3,6
340,4d7c0b17ea35236ac7d55123,6
341,4e132f5031517911dffda4dd,11
342,4b54da5ff964a520c8cf27e3,5
343,4d59b4d8f8ff236a0233ce4a,4
344,51f822b2498e23b829d8d5e2,3
345,4b186a98f964a5206dd223e3,6
346,4ab56128f964a5204b7420e3,22
347,41a12c00f964a5203d1e1fe3,7
348,4dacc0461e72c4e8dcaeb9f6,4
349,4bc7541c15a7ef3b672f79da,8
350,4a5d5e35f964a5209abd1fe3,30
351,4b3bbc7df964a520fc7925e3,7
352,4a90bf2cf964a520571920e3,8
353,4bcc691568f976b021846283,3
354,4676f4d1f964a520de471fe3,3
355,4c0964a37e3fc9280ee6f182,4
356,4a7743b1f964a520ffe31fe3,41
357,514e6202e4b0c56a3899505a,5
358,4aa409cbf964a520f74420e3,4
359,42153000f964a5208c1f1fe3,22
360,4f6b838c7bebf48a25686d14,26
361,4b0c79edf964a520f13d23e3,25
362,4a96fb6ff964a520d32720e3,19
363,4b96b0b5f964a52048de34e3,4
364,51354a37e4b0bcbbd12492e0,5
365,4bf6b477bb5176b0e80b5bb2,3
366,4b60e70ef964a5209b002ae3,8
367,4a95e801f964a520592520e3,9
368,4b743bbcf964a520c3ce2de3,4
369,44370b7df964a5200d321fe3,21
370,4a4a8d08f964a520f0ab1fe3,35
371,4a6e3e26f964a5204bd41fe3,5
372,4c257c2ca852c928f216e56c,3
373,4ecafc777ee5319f9906672d,11
374,4b1993e9f964a520d7df23e3,3
375,4da8f26d0cb6a89c624abd4f,24
376,52c845fe498e2b12dbd6fe20,3
377,5248c48f11d23cb19d4087b2,29
378,4ad51f90f964a520060221e3,7
379,4b7250bbf964a52088772de3,3
380,4b4d0b62f964a520fbc826e3,4
381,4b6dd486f964a520d5932ce3,5
382,4e57979bd16491e0ae4adf21,11
383,51caf804498e24026dce8f58,7
384,4bfaca415317a593552b037f,12
385,40b28c80f964a520c7fb1ee3,92
386,4e57e4b3d22d61e8f340d7ad,3
387,4c5ef2fa7735c9b612249372,5
388,4aff69e0f964a520563822e3,6
389,4b44a0bcf964a52023f825e3,26
390,526fb3ae498ef66e36565fc4,6
391,4a984c26f964a520602b20e3,30
392,4bf5ec8c9abec9b6300b25e8,4
393,4bc0dda2b492d13ae40ba560,7
394,40b28c80f964a5200ffd1ee3,50
395,4b9511c7f964a520f38d34e3,33
396,4abfee4df964a5200f9320e3,14
397,4ae5c5c6f964a520eba121e3,8
398,50ef6e72e4b0b071945eef61,9
399,4bacf86df964a520971f3be3,4
400,4a465586f964a520b2a81fe3,3
401,4b40c3f5f964a520dbba25e3,3
402,4c31315466e40f47afb4c48b,5
403,4ac52a77f964a520beb020e3,13
404,52a689f711d269f94cd694d7,23
405,50e48c9be4b0b781c4872d8e,9
406,52aba5e611d28fabb78a1192,8
407,4b9047a7f964a520128133e3,4
408,4fc257a5e4b071420f05c2e1,40
409,4b6f2de9f964a52063e22ce3,7
410,4a565386f964a52000b51fe3,3
411,4b6e4121f964a52079b42ce3,3
412,4a805101f964a520f0f41fe3,26
413,4b60ca3df964a52093f929e3,24
414,5286e2ee498e858fbbee7768,11
415,40b28c80f964a520aafb1ee3,26
416,4d83eed502eb5481946e24f5,5
417,4a94b02df964a520532220e3,16
418,4b588a77f964a520e55c28e3,8
419,51bf06df498e5023f7e1f700,7
420,4a25b036f964a5207a7e1fe3,19
421,4ad0d259f964a5201eda20e3,3
422,4d9ce501a3cf1456c62b8e80,3
423,40b28c80f964a520d8fb1ee3,13
424,4bad8a9cf964a5201d5a3be3,7
425,4fb31102e4b0791d4229688f,24
426,4c3e115bdb3b1b8d09e66495,22
427,4bae77faf964a52039b63be3,9
428,4c6d5a143fbf76b0edc0431c,9
429,4c3e2e5ed13aef3b75849339,3
430,4be1c2254283c9b64c6454f8,3
431,41fd7500f964a520501f1fe3,36
432,4cc3815280624688ffc5302f,15
433,4a15b903f964a520c0781fe3,24
434,4a63d901f964a520eac51fe3,4
435,536fdef311d2f3547c9776f8,3
436,4a91b27bf964a520691b20e3,6
437,4b3e5aeaf964a520cc9b25e3,4
438,4ad7c622f964a520990e21e3,20
439,51b9fa68498e566b8dac1e8e,4
440,4a4560ebf964a5201ba81fe3,8
441,45e2c774f964a52031431fe3,7
442,4bc36db4f8219c749213b610,4
443,4a6cf09ff964a5201fd21fe3,12
444,4bf2d8f798ac0f471d3662a8,3
445,520d0b8f11d27510901e0efe,11
446,539f618d498e35589fb1788e,10
447,4a724ce6f964a520d1da1fe3,18
448,4a97efb8f964a520ed2920e3,30
449,52276e71498e2e7b0ee7e083,10
450,50528578e4b08e1d3c254da2,5
451,4aabe2baf964a520aa5a20e3,10
452,4a46d143f964a52086a91fe3,6
453,4aaec951f964a5204b6320e3,13
454,5210236a498ed30c6440cccc,4
455,4e6018adfa76cd64cd37ac68,6
456,50c7b171fe70b68cb8846512,20
457,4abdba70f964a520668b20e3,28
458,4ebad30429c29ddd4280ad30,10
459,49c43463f964a520aa561fe3,27
460,4b455da7f964a5206e0b26e3,3
461,4a95eec0f964a520822520e3,3
462,4b22783bf964a520454724e3,10
463,4abc187ff964a520588620e3,18
464,4b86e0def964a5207aa331e3,20
465,42e2da00f964a5206d261fe3,12
466,4adcbdc4f964a520512f21e3,3
467,4b05eea2f964a52014e622e3,4
468,4b1d8054f964a5205d1124e3,10
469,49c14422f964a5209c551fe3,6
470,4e73881c922e0a374024c7b8,15
471,4d45b3b4befe236a84c201e3,6
472,4b481e12f964a520934826e3,4
473,4b73672bf964a520d2ac2de3,5
474,4b9472e7f964a520ef7934e3,6
475,4b19c7f3f964a5200de423e3,14
476,4c8a7d38770fb60cfb12d3c3,3
477,4a9ac605f964a5209a3220e3,4
478,4c5044167537e21e7485a289,4
479,4a81b6c6f964a52055f71fe3,14
480,51b0fdb3498e4f030b925dca,6
481,4aaa9634f964a520775620e3,3
482,4dd01740fa7664b7c6d0c6f4,9
483,4ba8ff11f964a520cb013ae3,20
484,4a896b33f964a520fd0720e3,13
485,4a6792c8f964a520b4c91fe3,13
486,5053ec40e4b09a662cf33a29,7
487,50c0f3cce4b00a170e2828c1,3
488,4ac50b84f964a52024a020e3,13
489,40b28c80f964a520f8fe1ee3,3
490,4b4a473ef964a520018226e3,7
491,4cd02c3c8b3a9eb0568a0a97,3
492,5364564f498e7b622051ce69,6
493,4a874193f964a5207d0320e3,60
494,4bbb7057928dd13a5cf79222,5
495,4c002683c30a2d7f3b1a121d,42
496,4acf92b3f964a520a0d420e3,4
497,53711910498ec3251ad0e741,11
498,4bbf464f006dc9b6df44fc3f,15
499,4d703c897f3754812cef85c8,31
500,4afefe19f964a520a13222e3,15
501,4f58fec8e4b0bdfd0f434b61,4
502,4f28171ee4b055df281b7e17,38
503,4e48a7b3227128e1e8e893ad,4
504,3fd66200f964a520d3ed1ee3,5
505,510b4713e4b0150a49d23e78,33
506,40b28c80f964a5203dfc1ee3,11
507,4af2fe3cf964a5209fe921e3,3
508,52fd4a17498eab74e56c17d7,6
509,4ffc9828e4b0401070e1eadc,4
510,4e00d72922717718d39e9808,24
511,4bc536694a9aa593bd49067b,13
512,40b28c80f964a52029fc1ee3,26
513,40b28c80f964a52037fc1ee3,3
514,51c351c9498eb7b6cac0ab8e,7
515,4a9997c6f964a5204f2f20e3,12
516,4cf9ddb8c51fa1cd7e83dd2b,3
517,4aee45c8f964a5204bd321e3,18
518,51f6821e498eb0e342bbf904,28
519,4e0e251162e1d5a30cfe590d,4
520,4b07001ef964a52016f522e3,9
521,4bb7b0081261d13a36b5e798,4
522,4ad91beff964a5202e1821e3,44
523,4c49aa2e9f2ad13ab5ef9953,11
524,4b8dad09f964a520f60733e3,14
525,4d61a8c21939a35da7ea2fee,5
526,5182aa662fc6287092073b4d,7
527,4acf7df2f964a5200fd420e3,14
528,4ccbab9dc9b846887ca9b7c3,7
529,51314ae5e4b08268789b4d16,11
530,4f18f769e4b040253fdf23fe,15
531,427d5680f964a520a2211fe3,80
532,4a9ac51af964a520933220e3,4
533,4ac4097bf964a520f69d20e3,6
534,40b28c80f964a52024fd1ee3,17
535,4e0fd90dae603a50b550fc96,6
536,4afe2cc3f964a5207f2e22e3,5
537,4a383d55f964a520d39e1fe3,4
538,4adcae6af964a520af2e21e3,11
539,4bc0a01d4cdfc9b6421d9321,3
540,4a8c74ccf964a520150e20e3,4
541,4b6de109f964a52026982ce3,4
542,4b8d59aff964a52048f632e3,7
543,4a0e2513f964a520cb751fe3,25
544,40b28c80f964a52040fc1ee3,34
545,4a84af11f964a52051fd1fe3,10
546,4adde87ef964a520326621e3,4
547,4b267ea5f964a520527c24e3,14
548,40b28c80f964a52084ff1ee3,9
549,3fd66200f964a520c7f01ee3,9
550,40ef3180f964a520470a1fe3,13
551,4b2c0d16f964a52079c024e3,5
552,4e2eddad483b93c2f2d94c73,9
553,4b66c6d3f964a520732a2be3,14
554,4a720892f964a5202eda1fe3,18
555,52b38f10498e1bf64a63ec17,33
556,4bdca0fe3904a593b70d4f9e,9
557,4b5fd550f964a52040ce29e3,5
558,4c09251ea1b32d7f161e97f0,4
559,4b0c6f3cf964a520323d23e3,13
560,4bb541582f70c9b6b0008430,3
561,4ff0b49ee889a55ec8251e82,16
562,4df7ec92fa76e4d6e214fe62,5
563,4f2dd4b7e4b0d337d461c4f7,6
564,4b520f72f964a520db6427e3,3
565,4b4cb9f9f964a5201bbc26e3,4
566,4b072b25f964a520a3f822e3,4
567,50f432dee4b0edc99e7088eb,21
568,4b4ce31cf964a52003c326e3,11
569,52bc4457498eacec3758297f,4
570,49e9264cf964a520d1651fe3,3
571,4b0cb79af964a520484123e3,11
572,4e7bb86e814d3907a7104330,11
573,4e406eb752b17005f5bfa933,4
574,40b28c80f964a52045fb1ee3,13
575,4bae0e42f964a520307f3be3,3
576,4c6b1940599fbe9a520d923f,8
577,4b9159dbf964a5205db533e3,3
578,4a333c5ff964a5201d9b1fe3,17
579,4c379ee53849c928630bbeb1,16
580,4b02dd8af964a5208a4a22e3,4
581,4a0ed554f964a520f1751fe3,3
582,4bfc36953cebd13aa6a897d8,13
583,4adcd00ef964a520213021e3,12
584,4a18afe5f964a520da791fe3,3
585,4afec802f964a5205a3022e3,28
586,4a94b075f964a520542220e3,16
587,4ea04e1093ad3307df790bfe,4
588,4bff4e50ca1920a16fafec81,25
589,508022b5e4b02081a18ae9ab,3
590,53164839498e6fdf28f9e12e,14
591,4a95ef9cf964a520872520e3,4
592,532471ea498e223533d33cab,14
593,51cf56ec498e62821d396dee,3
594,4ec83a1eb634b2fd755eed25,30
595,533e1a1911d2b523e7d6ec73,5
596,4cd2e5301a096a31d3eac7a7,5
597,49d81ae1f964a520a95d1fe3,10
598,506e27bee4b0dd0f4755c466,61
599,4b92c8fbf964a5207d1b34e3,5
600,4bc9b3b13740b71349145f65,4
601,4f6b83907bebf48a25686eef,30
602,4ea581214690104bb4d5f73c,10
603,522a9a2f11d235eb9cc88d2e,4
604,51e5f893498ee81b4a65dfce,11
605,4bf450b5d2fbef3b9ec6a4c5,3
606,51c7240b498e1c8b6b6ee834,8
607,4b5e457bf964a520088729e3,3
608,51df7b92498e3c5d00c1d82f,25
609,4dcbfa8545dd38312290e5f7,6
610,51d0683c498e3eb7325145da,18
611,4bc7b41e92b376b08c4e503a,19
612,52f18c49498e6b5f0500b610,77
613,4ab28089f964a520656b20e3,31
614,4c02a7b2310fc9b64dc2c461,12
615,4b326bc6f964a520480b25e3,5
616,539db842498ebaba34fba857,10
617,4d02a46d26adb1f79577c770,14
618,4b69ceaaf964a52072b52be3,5
619,4a6a5643f964a52024cd1fe3,11
620,4a78de00f964a5209ee61fe3,8
621,524774e0498e10786e66ed6c,3
622,4b292216f964a520659924e3,11
623,4a01d2ebf964a52000711fe3,43
624,4c3c8e52282203bb9fa3fcda,3
625,4a75e959f964a520a2e11fe3,11
626,49d814e4f964a5209e5d1fe3,258
627,5143193d7043ff42732f7fd5,20
628,4b3cfe13f964a5205d8b25e3,9
629,500d6117e4b06a8f7da61fd3,4
630,4e72a374b61c804a2da046f3,35
631,4a5e8e11f964a520c8be1fe3,6
632,4a87387ff964a520540320e3,4
633,4b65b1c3f964a52005fa2ae3,3
634,4b67131ef964a52098382be3,13
635,4b09dd0cf964a520d71e23e3,4
636,4ae05decf964a520de7e21e3,4
637,4b5c925af964a5203f3729e3,4
638,4cf75617c020b60c39182575,9
639,4a799ef1f964a5203ce71fe3,7
640,4f232b4be4b0717a671e7a12,5
641,4b467f1bf964a520a02226e3,4
642,534d67cb498e8395c7862422,7
643,4ebdf222cc212562ac5a1cb9,3
644,4a1b5c61f964a520f07a1fe3,17
645,4aedd14bf964a52031cf21e3,5
646,4a8afc51f964a520140b20e3,3
647,40b28c80f964a52037fb1ee3,17
648,51eee947498e5566f01655c0,25
649,4de95a09b3ad702aed4023c3,3
650,50493f26e4b0e1f2663f6cdf,16
651,4c6a8f601a6620a14f59668c,3
652,43f1d085f964a520882f1fe3,31
653,4ae61eb7f964a520dca421e3,8
654,5088ab91498e68abbfc2d9a4,18
655,4a8e1449f964a520fa1120e3,14
656,4b5ffd5ff964a520afd229e3,3
657,4b15abfcf964a52037b223e3,4
658,49dcd443f964a520ac5f1fe3,28
659,4f07a28de4b0ca3a5b7cbeda,6
660,4cf3fd437e0da1cdeecd9f97,7
661,4a801c1bf964a520a2f41fe3,5
662,4ae5914af964a520eca021e3,4
663,4a88b29cf964a5206b0720e3,8
664,4feddf48e4b0430e0a68433f,7
665,43768200f964a520502a1fe3,14
666,51f7183b8bbdc6a6ae21592e,121
667,4a80b5fef964a520fbf51fe3,12
668,4b92d909f964a520362134e3,9
669,4c854f1f2f1c236a979f5343,6
670,4a81a5bbf964a52023f71fe3,20
671,4b4ca514f964a520a3b826e3,4
